,DSP-1001660005648-A-C05.dcc,DSP-1001660005648-A-C06.dcc,DSP-1001660005648-A-C12.dcc,DSP-1001660005648-A-D05.dcc,DSP-1001660005648-A-D06.dcc,DSP-1001660005648-A-D09.dcc,DSP-1001660005648-A-E06.dcc,DSP-1001660005649-B-B12.dcc,DSP-1001660005649-B-E09.dcc,DSP-1001660005649-B-G03.dcc,DSP-1001660005649-B-H09.dcc,DSP-1001660012099-C-E07.dcc,DSP-1001660012099-C-F03.dcc,DSP-1001660012099-C-F11.dcc,DSP-1001660012099-C-G09.dcc,DSP-1001660005648-A-D01.dcc,DSP-1001660005648-A-D10.dcc,DSP-1001660005649-B-C01.dcc,DSP-1001660005649-B-C02.dcc,DSP-1001660005649-B-C05.dcc,DSP-1001660005649-B-C08.dcc,DSP-1001660005649-B-C09.dcc,DSP-1001660005649-B-C12.dcc,DSP-1001660005649-B-D03.dcc,DSP-1001660005649-B-D04.dcc,DSP-1001660005649-B-F05.dcc,DSP-1001660005649-B-F09.dcc,DSP-1001660005649-B-G08.dcc,DSP-1001660005649-B-G11.dcc,DSP-1001660005649-B-H01.dcc,DSP-1001660012098-D-A06.dcc,DSP-1001660012099-C-E02.dcc,DSP-1001660012099-C-E06.dcc,DSP-1001660012099-C-E08.dcc,DSP-1001660012099-C-F02.dcc,DSP-1001660012099-C-G01.dcc,DSP-1001660012099-C-G05.dcc,DSP-1001660012099-C-G06.dcc,DSP-1001660005649-B-B11.dcc,DSP-1001660005649-B-C06.dcc,DSP-1001660005649-B-F01.dcc,DSP-1001660005649-B-F11.dcc,DSP-1001660005649-B-F12.dcc,DSP-1001660005649-B-G01.dcc,DSP-1001660005649-B-G07.dcc,DSP-1001660005649-B-H02.dcc,DSP-1001660005649-B-H05.dcc,DSP-1001660005649-B-H06.dcc,DSP-1001660005649-B-H08.dcc,DSP-1001660012098-D-A02.dcc,DSP-1001660012098-D-A09.dcc,DSP-1001660012098-D-B02.dcc,DSP-1001660012098-D-B03.dcc,DSP-1001660012099-C-E04.dcc,DSP-1001660012099-C-E05.dcc,DSP-1001660012099-C-E10.dcc,DSP-1001660012099-C-G02.dcc,DSP-1001660012099-C-G04.dcc,DSP-1001660005649-B-E12.dcc,DSP-1001660005649-B-G06.dcc,DSP-1001660005649-B-H12.dcc,DSP-1001660012099-C-F10.dcc
FOXA1,1.1577867673352191,0.0,1.1577867673352191,0.5996649853620193,0.4650740293625093,1.4424828850293494,0.5154808777078195,-2.5590239238116803,-1.0970958443759304,-2.1395342444530105,-0.1295667918801202,-0.4298913607341204,0.7011497180223394,0.7227642279090896,0.0,0.6061549268160134,-0.5536341304446468,1.1972472456668628,1.6560070840545134,1.263824306117903,1.3311215488793735,1.4178433645820832,-0.25330956159064666,1.5477896620238427,0.2712597484520627,-0.223494647672827,0.05891959609464337,-0.3956711278057967,0.7024879727210527,0.10496907217576279,1.2101565947640527,-0.004859348131517116,0.5029262497801934,1.5303960671386934,-1.8002128945614668,-0.7310438093408869,0.748345005870223,0.24590792094555347,-0.33165069423930804,4.0218462570400515,-0.6562435171045382,2.5650553132869316,-0.8930640956567981,-1.866137524047951,-2.696816583075078,-0.958884613522978,-2.696816583075078,-1.342339265334058,3.339188851831122,-1.529692697506438,-2.049549942657856,-2.696816583075078,-0.25090483472747804,0.15681552170467183,-0.33165069423930804,-1.77862900783799,-2.696816583075078,0.5210713876831119,-0.301128318239412,-0.1431653156005619,-0.6808636434842321,0.6442439202025279
FOXC1,0.0,-1.62108338661187,-1.62108338661187,0.8825537989607402,-1.62108338661187,-0.2666060688708498,0.0,0.0,-0.4539595010432298,-0.2666060688708498,0.7440825022239002,0.8460876286050303,-0.7028958113747819,-0.7028958113747819,-0.2666060688708498,-0.31326520041554273,0.10622447894312725,-1.9343485870274126,0.4308173018083574,0.0033687333930974006,-1.9343485870274126,-0.8181279464787325,0.10622447894312725,-0.6809403665562026,-1.9343485870274126,0.6126418360462973,-0.05887545583454257,-1.9343485870274126,0.10622447894312725,-0.007331949149682604,-0.25709717958597267,0.10622447894312725,-0.08832699403653255,-1.1291540461329166,-0.19641661747531258,-0.5798712692863925,-0.31326520041554273,-0.7672247014587725,1.86341065301717,1.78060158010703,0.0,1.4991547870387298,0.4492751696772599,0.0,0.2666060688708498,-1.35447731774102,1.14915986783159,0.38345465181107996,0.38345465181107996,-0.18735343217237999,0.07773067531374989,1.4991547870387298,1.30965017281766,1.14915986783159,0.6860957482295198,-0.43628974250393204,-0.32730222372712015,1.86341065301717,-0.3369563772579449,-1.691433694998965,1.679046929445645,0.11231879241931497
GPR160,2.335186883432699,1.3333608288108891,1.8688279437327187,1.4757223950260392,1.0767062855964689,0.2788139812623589,-0.9537347369055211,-0.20965223468162097,-0.771065636099111,-0.5342450575468511,0.2788139812623589,0.16113296896223916,-0.12890637516979098,0.4462916647861688,-1.220340805776371,0.7142507851855799,-0.46306411960207017,1.5767182468886398,0.5435884944791898,1.5220425240669302,1.9147638984237396,0.0,-0.46306411960207017,-0.8825537989607402,1.1307617335794897,1.8452010608543103,-0.31493273216017004,1.06916908522058,2.87081668122641,0.46923853919701,3.48008117064012,0.0,0.7925636220827199,3.33689484068909,-0.76570521602051,0.4975706825502999,0.5435884944791898,-0.08147824672201986,-2.6456011114989555,-2.6456011114989555,-2.6456011114989555,0.9887978076531443,-0.06484232670903545,-0.35499639059582533,-1.0245177248870856,-0.9076691419468554,-0.14196392592634544,-0.35499639059582533,1.4049394070444747,-0.8418486240806755,0.31683248854265456,-0.19968936315135544,0.01852637905972454,-0.14196392592634544,-1.6184260174850555,-0.7701279803060854,-2.6456011114989555,0.40162456855284434,1.6637467147891274,-0.5545822382630425,-1.9090595560040626,2.4784526188471974
GRB7,1.9252904360444867,-0.22869858274317312,5.764955909709647,-0.22869858274317312,4.850034243755086,5.8583735548372164,3.7547181772745764,0.7819899883515768,-0.4160520149155531,1.2704562042955567,2.5550222128227866,2.7567263300502165,3.319695637848447,3.759998070170077,0.4573971654863467,1.0196867112652803,-1.8339453935144696,-0.5805371730432596,0.5312204953213004,3.95669662615217,-0.40173740045969963,-0.4794680757734495,1.9162705561749604,0.5312204953213004,0.5312204953213004,0.3231303678060804,-0.35913063661251954,3.78864480193843,-0.4794680757734495,0.5018568052459604,-0.0002278528203096819,-0.4794680757734495,0.012076199476410476,-0.2523448850662997,-1.0032663344873427,-0.09601342396236956,-0.8067702995005697,-0.6668215079458295,-1.62108338661187,-1.62108338661187,0.41948967935867,0.0,0.18266910080641008,-1.62108338661187,-1.62108338661187,-1.62108338661187,-0.2666060688708498,0.11684858294023015,-1.62108338661187,0.18266910080641008,-0.18887539355709992,-0.7028958113747819,1.0430441039468101,-1.62108338661187,0.7440825022239002,-1.62108338661187,0.0,-1.62108338661187,-0.05734484031696763,0.8392390045927125,0.6618293256964725,0.17203452095090244
KIF2C,-1.62108338661187,-1.62108338661187,0.0,0.8825537989607402,0.5676210668005701,-0.2666060688708498,0.0,-1.62108338661187,0.18266910080641008,0.41948967935867,-0.59390829259797,0.5154978923623903,0.25438974458100017,-0.14626862970991983,-1.62108338661187,0.1252230847838225,-1.4958603018280474,0.1252230847838225,-0.46868520781414746,-0.8485936614108254,-0.06365230877327743,0.24207166772405264,-1.4958603018280474,0.41796901308541257,-0.46868520781414746,-0.7371138363263154,-0.021045544926097337,-1.4958603018280474,-1.4958603018280474,0.024412832114272698,-0.7028160457134304,-0.14138298408702732,-0.14138298408702732,0.0857402066201225,-0.14138298408702732,0.5447127641424925,0.5447127641424925,-0.3287364162594073,1.4991547870387298,1.14915986783159,0.6860957482295198,0.2666060688708498,1.7285341483066,0.0,0.2666060688708498,0.0,0.0,0.0,-0.5237982587138931,-0.18735343217237999,-0.707210677323798,1.81667471618314,0.8342271356714199,0.0,-0.32730222372712015,0.12033743916092998,0.2666060688708498,-0.32730222372712015,0.09367671608618999,0.09367671608618999,0.7797724643157098,-0.09367671608618999
MAPT,-0.3686896994270792,-1.989773086038949,-1.989773086038949,0.513864099533661,-0.11429995484607902,0.0507999799315908,-1.989773086038949,0.37539280279682097,1.093238380008671,-0.635295768297929,-1.989773086038949,-1.342506445621727,-0.11429995484607902,0.3332593850338108,-1.1590940270118222,0.32537667741988274,-1.2957067091919872,-0.04229848872077713,2.561715649108753,0.4112844281629928,1.0156180128487426,2.229115608060413,-1.2957067091919872,2.6615036525248827,-0.2685316151780872,0.8613690521285629,1.3684207813666929,0.05877060854903293,0.05877060854903293,0.8501331319709526,-1.2957067091919872,-1.2957067091919872,0.9162723702511528,0.02319594542752279,0.4422252603601129,0.7448663567785527,-1.2957067091919872,0.5080457782262928,0.26551084563217175,-0.7451777254625782,-2.0996550432035983,-1.0724799491896984,-0.9325311576349582,-2.0996550432035983,0.26551084563217175,-2.0996550432035983,0.40398214236901175,-0.7451777254625782,-1.2689759841764712,-2.0996550432035983,0.0369262357706619,-2.0996550432035983,-0.22418191201072823,-0.059081977233058414,-0.059081977233058414,-1.1814674679665103,-2.0996550432035983,0.26551084563217175,-1.52027313394232,-1.52027313394232,-0.16579581620130002,0.0
MDM2,0.7597211426960317,-0.053337896113178296,0.7597211426960317,-0.053337896113178296,-0.6190962051817681,-0.053337896113178296,-0.4728275754718483,-2.093910962083718,-0.9267870765150781,-2.093910962083718,-0.4728275754718483,0.042670316890542015,3.4551913031228714,0.09479349132872184,1.8872040471336318,1.0270334833530363,-1.8265986214267136,0.3304771398938364,-1.8265986214267136,-0.7341231969832835,-0.3943906283719436,0.2139744445438263,0.2139744445438263,-0.20551523481484368,0.5385672674090565,0.08723069348674639,-0.3517838645247635,1.0270334833530363,-0.20551523481484368,-0.022846134008433605,-0.32487050108035365,0.6770385641458965,-0.20551523481484368,-0.022846134008433605,-0.9959195623995866,0.4640060994764166,1.0270334833530363,0.41734672992885646,-1.87547313119287,0.16509993477766982,0.62816405437974,-1.87547313119287,-0.70834924562423,-0.52099581345185,-0.25438974458100017,0.62816405437974,-1.87547313119287,0.4151315897102601,-0.52099581345185,0.70528565359705,0.7323382467242199,0.0,-0.40065837429092,0.62816405437974,0.16509993477766982,0.0,-1.87547313119287,0.4896927576429,-0.9176278080305547,-0.23153205980103486,0.2315320598010353,0.3086536590183453
MKI67,0.81305903880921,0.46306411960207017,-0.41948967935867,1.7096428837188902,-1.1223854907334518,0.81305903880921,0.32459282286523017,-0.41948967935867,0.5401857188193802,-0.6860957482295198,0.81305903880921,-0.9480976415271098,-1.509633489147855,0.0,-2.04057306597054,-1.723337237383647,0.3172358285868928,1.1302948673961029,-0.10225385077177718,-0.0163461000286671,-0.2911292443288771,0.677712271322463,-1.723337237383647,0.43373852393690293,-1.723337237383647,-0.46992901691243705,-0.805149662146559,-0.368859919642627,-1.723337237383647,-0.368859919642627,-1.272995967070438,-1.723337237383647,-1.120201251434806,0.6648967457719228,0.014594732168452973,0.3172358285868928,1.1302948673961029,-0.556213351815007,1.26917143770569,0.4561123988964799,0.9191765184985501,0.4561123988964799,1.26917143770569,0.9191765184985501,-1.58446066707406,-0.22998334933303988,-0.22998334933303988,1.5506182307739902,-0.753781608046933,0.21929182034422,1.1514904254055702,0.2910124641188101,0.8614510812735401,0.4561123988964799,0.7807052217617101,-0.1096459101721099,0.7807052217617101,0.7807052217617101,0.04683835804309511,0.04683835804309511,0.04683835804309511,-0.14051507412928488
MLPH,-0.41948967935867,0.0,2.9657649868845897,-0.6860957482295198,2.38327496929104,2.25841766603202,-0.41948967935867,0.81305903880921,-0.2368205785522599,-2.04057306597054,0.0,1.51496858418166,0.6235544245881401,2.47030179777841,-0.30264109641843984,-0.3245059185166017,-3.1781380232963516,-0.3245059185166017,1.1208527087062081,0.06872157386824851,-0.11453595644708159,1.3327368404525983,-3.1781380232963516,1.9473879047451388,-1.1375649573258118,0.5720779263930784,1.4148113230895887,-0.6745008377237416,2.178151755023808,0.6373528232787082,2.381408624197348,-0.3245059185166017,1.0823032284256686,0.9045761954957281,-0.17693015517344168,1.0626352059595985,-0.8129721344605816,1.1657922652879384,-1.62108338661187,0.41948967935867,-0.2666060688708498,2.7520472815272896,0.9596753981780501,-0.7904043275847429,0.0,-0.7904043275847429,0.41948967935867,-0.2666060688708498,2.0431530382357304,-0.4539595010432298,-0.5286079621684399,-0.7028958113747819,-0.7028958113747819,1.23254871816788,-0.59390829259797,0.5676210668005701,-0.59390829259797,0.0,-0.39271917195444495,-0.04272425274730507,-0.39271917195444495,0.3845182747257452
MYBL2,0.9828458398400799,-0.1944690649475702,1.2734242056105698,-0.88056481317709,0.93610990300605,-0.1944690649475702,0.13012375791765995,0.13012375791765995,-1.06791824534947,-0.1944690649475702,-2.23504213091811,-0.5280509935631301,1.19619803096991,-0.1944690649475702,0.05556258998502006,-1.74939723783274,-3.37048062444461,0.7677174888623699,1.14039423930434,0.03896008161352027,0.5512366392369601,2.6308781561139702,0.0,1.78336486552177,0.0,-2.6117341589428777,-0.9245688760970099,-0.51684851966486,-2.34330553043071,-2.2033567388759696,-2.577436368329993,-2.01600330670359,-2.34330553043071,0.017272193303059957,-2.01600330670359,-2.01600330670359,-1.74939723783274,-0.9483216855940197,0.47504248876282684,1.194216654776267,-1.024112298275903,0.6686360640348767,-0.13464426466135304,2.441501520443477,-2.378589616016923,0.12504756955568697,0.47504248876282684,3.288888904629577,1.285646808830677,-1.211465730448283,0.0885813991999771,0.06732213233067696,1.166992975429587,-0.3380165500463832,0.8392983547412669,1.710172403606927,1.6719509025265071,1.8422437496478667,1.0202865329852702,1.0202865329852702,-1.0202865329852697,1.7033507723983803
MYC,0.06899813734248017,-3.88821222437439,-3.88821222437439,-1.84763915840385,-2.41339746747244,-3.88821222437439,-2.2671288377625203,-0.37974588784571006,-0.6073375921215898,-0.1379962746849599,0.80737596375698,-0.7300735733513402,0.9488193451833298,-0.51773159992978,-1.03458011959464,-0.21742235753413697,-0.21742235753413697,1.9961080126746928,0.6791614873755432,-1.1333371418933769,1.883537171609233,-0.0013588605513468188,-1.030481396343347,0.03533037433501329,1.3020762058252728,-0.524064039240177,1.5218948840720534,-1.030481396343347,0.22514634534144307,1.4787035387657435,-0.7404967052896869,0.29942616213072304,-0.8590753828707469,-1.489453953865717,-0.21742235753413697,-0.3818322343006568,-1.449971075702017,-0.6488955234632967,0.12882036318761658,-0.6842386756215935,0.4102671562559168,-1.6976366475782334,1.3789597843462769,1.5741789904104264,0.49307622916605665,-0.9868797720400333,1.455295568831417,1.3257287769512969,-1.3703344238511133,0.12882036318761658,-0.25764072637523316,1.5074495555864669,1.2045850394831965,1.1833672107361468,0.6456688828524766,2.4685496264434166,2.754071055934487,-1.1037283549802634,-0.17655129494741972,0.4385857568939602,0.058850431649140056,-1.50787770537719
PHGDH,0.0,-0.32459282286523017,0.4884662159439799,-1.01068857109475,1.18041670261074,-1.01068857109475,0.0,-2.36516588883577,-2.36516588883577,-1.01068857109475,-2.36516588883577,1.3230322290989798,2.05868214642581,2.6006715784783796,0.32405633917746,-2.5203403965725695,-0.4797673306020296,-0.6065110816591095,-2.5203403965725695,-0.05316938135566929,0.4420932034690406,-0.2297356756694393,-0.4797673306020296,0.18810258032464056,-1.4931653025586695,-0.6065110816591095,-0.07442864822496942,-1.1658630788315494,-1.9172044106237285,0.13362568799967045,-1.4505761674343394,-0.4797673306020296,0.4333333246014903,0.9986151063981006,-0.016703210999959417,-0.016703210999959417,-1.4931653025586695,-0.2763950452169994,1.34200801219501,0.62775722700943,-0.5214026408221599,1.34200801219501,1.57896518007466,1.5993073915891098,0.9777521462165699,-1.87587995856318,0.62775722700943,1.87433599112625,1.69692631223001,-0.7087560729945399,0.2607013204110802,1.43116928439745,0.31282449484926,-1.87587995856318,0.48928593027259004,1.1452298297403798,1.1713457214886198,1.9815423997375599,1.1491598678315902,-1.3544773177410199,2.220446049250313e-16,1.8308551507541102
PTTG1,-1.2039798379920184,0.15049747974900174,1.1611860508437517,0.8365932279785215,1.4601476525666617,0.8365932279785215,-1.2039798379920184,-1.2039798379920184,0.5997726494262616,0.15049747974900174,0.8365932279785215,0.9326014409822418,0.6714932932008517,0.6714932932008517,-1.2039798379920184,-1.7964390965442598,0.24413396942628007,0.5687267922915102,0.24413396942628007,-0.7039636721008298,-0.7039636721008298,-0.2375319512511398,-1.7964390965442598,-0.5430308760730498,-0.1753557099323899,-1.7964390965442598,-0.32162433964230974,-1.7964390965442598,-0.1753557099323899,-0.12747474767296985,-0.11918768910281985,-0.4419617788032397,0.9496938035539604,0.843179698136,-0.9657600375171328,-0.058507126992159764,0.24413396942628007,0.007313390874020165,0.8415949220305134,-0.16909364906423652,0.9800662187673534,0.8415949220305134,1.0571878179846634,0.9800662187673534,0.09751241980661329,0.21436100274684344,0.5170020991652833,1.8469096576393533,-0.6928919077781296,0.7203743845503134,0.7877537552354732,0.6651334866071834,0.6651334866071834,-0.16909364906423652,0.5170020991652833,-0.048756209903306535,2.4336393949116135,2.2266449828841735,0.7329341062726149,1.545993145081825,0.04683835804309511,-0.14051507412928488
RRM2,1.464607820232619,-0.03454696680611091,1.464607820232619,-0.03454696680611091,0.48644884664573906,-0.03454696680611091,1.464607820232619,1.464607820232619,-0.2219003989784909,-0.03454696680611091,0.2320591020647389,0.043183708507638974,1.056887463800469,1.275103206011549,-1.389024284547131,-0.45433102620945065,-0.03484134685078066,-1.3166679473195886,0.7782176919584294,0.23591030921940925,-0.6432064197665506,-0.17824059301770045,-2.0754144128213206,-0.16158509790786058,-1.0482393188074206,-1.3166679473195886,0.11329004059111947,-0.7209370950803005,-0.7209370950803005,-0.5551412788790004,-1.0056501836830904,-2.0754144128213206,0.4282227727512895,0.09058750181202946,-1.2447353537941934,0.2151903080818096,-0.45433102620945065,0.34674452602926964,2.1539890187876596,1.14915986783159,0.6860957482295198,1.01068857109475,-1.35447731774102,2.7623006388611797,1.01068857109475,0.0,-1.35447731774102,2.4768810071306797,0.38345465181107996,-1.35447731774102,1.11269369747588,0.52099581345185,0.8342271356714199,0.0,0.2666060688708498,0.8342271356714199,1.01068857109475,1.2754967317903,1.0247150776647749,0.3386193294352551,-1.015857988305765,0.787894499112515
SFRP1,1.4102860974151135,-1.4433460073646365,-1.4433460073646365,-0.08886868962361638,-0.5251584321275484,-1.4433460073646365,0.9218198814711336,0.17773737924723343,0.3604064800536435,1.0602911782079736,-0.4161709133507365,-0.7960793669474144,-0.5251584321275484,-0.22016465964043652,-0.6126669483375095,0.048811254867056064,-1.5722721317448138,-1.5722721317448138,0.048811254867056064,-0.9250054913275918,-0.14006413869004386,-0.013364986451693817,0.46830093422572605,-1.5722721317448138,0.048811254867056064,-0.8135256662430819,-0.09745737484286376,0.46830093422572605,-0.5450970377309139,0.7635300670156162,0.10497927569662613,-1.5722721317448138,-0.9691361457959728,-0.9889896478307388,-0.7415930727176868,-0.21779481400379375,-1.5722721317448138,-1.5722721317448138,4.079325947922963,3.7755066371084824,0.5237982587138931,0.7904043275847429,4.118634368128153,0.0,-0.830679059027127,-0.830679059027127,2.304399838820923,0.5237982587138931,0.0,-0.830679059027127,1.1070382613933831,3.258082960596723,0.644135697874823,1.672958126545483,2.539801565417483,2.476370183933503,3.0267432992736127,2.2165466210246727,-0.6772386588705097,0.6772386588705104,-0.6772386588705097,0.8430344750718104
SLC39A6,0.7019164959059179,0.3376606299274778,0.3376606299274778,1.056834795940918,0.5051383134512877,-0.47539840888173224,-0.8948880882404022,-0.15080558601650207,0.764903157400528,-0.01233428927966207,-0.8948880882404022,0.3376606299274778,0.04317001247881791,-0.19293900377951223,-0.01233428927966207,3.8694360397237175,-2.3735120512894023,-0.008346162453632289,1.2608868678626974,0.6900900155598677,-0.23693077231514215,0.9416203174744577,-0.33293898531886246,1.3005346349682276,-0.008346162453632289,1.4490525620185277,1.0577281105986178,0.9969685731552076,2.632826001565727,1.2728960222140477,3.304328504209598,-0.33293898531886246,3.2337995406474076,0.08179239204559785,1.2907243735581977,1.7432659053127977,3.460734095983368,2.740528544009758,-0.14372859730276621,-2.5088944861385363,-1.1544171683975162,-1.4817193921246363,-0.7051419987202563,-1.1544171683975162,-0.8878110995266664,-0.2182897652354061,-0.4683214201679964,0.6261844117095139,-0.4683214201679964,0.07186429865138377,-0.8019033487835563,-0.6334213549456662,-1.5907069109014482,0.6261844117095139,-0.8878110995266664,0.5122153021650235,-0.8878110995266664,-0.4683214201679964,-3.487527431324447,-0.9838902457518368,-2.133050113583427,0.327963415250613
TYMS,1.2757913319086525,0.2651027608139025,-1.0893745569271176,-1.0893745569271176,0.7860985742657525,2.0457043409209326,-1.0893745569271176,-1.0893745569271176,0.07774932864152251,0.2651027608139025,-0.06219946291321765,0.8483427634933924,0.7860985742657525,-1.0893745569271176,0.6485574126249825,-0.64331278713793,-2.2643961737498,1.9294146264483203,0.1007697150859701,0.34341520416729,2.76713531863492,1.30841009704339,-2.2643961737498,0.1007697150859701,1.48581977593963,-2.2643961737498,-1.346208598512712,-2.2643961737498,-1.661260187800959,-0.9099188560087799,-1.1946319446115699,-0.9099188560087799,-0.05241709430665997,-0.18079039685903986,-2.2643961737498,0.02620854715333021,-2.2643961737498,-0.46064368633152,1.59680458414632,2.12913256307756,-0.2666060688708498,0.0,1.6597912456409303,0.41948967935867,1.23254871816788,0.41948967935867,1.5139955112361803,1.0681388414013602,-1.62108338661187,-0.4539595010432298,1.3413502134297401,0.5676210668005701,0.25438974458100017,0.41948967935867,0.0,0.25438974458100017,0.41948967935867,1.23254871816788,0.0,0.0,2.50363718557261,2.58075878478992
UBE2C,-1.35447731774102,0.0,-1.35447731774102,0.6860957482295198,1.4991547870387298,0.0,-1.35447731774102,-1.35447731774102,0.88946803361455,0.6860957482295198,0.2666060688708498,2.05496338831711,0.6860957482295198,0.6860957482295198,1.33474491027221,-0.03589996582066224,-0.3604927886858924,0.8168221161017577,0.9694147697881776,-0.08974113261570249,1.008374851401698,2.2945223334749376,-2.4010658546564323,1.1074004818722476,-0.3604927886858924,-1.6423193891547003,-0.5255927234635622,0.10257133091617776,-1.0465885369154122,-0.3604927886858924,-1.9507245843432233,-2.4010658546564323,-0.5550442616655522,1.5484106018123978,-1.5703867956293052,-0.11046113375330213,0.2289081948748879,-0.3604927886858924,-1.3887143402241522,1.746364557623898,-0.034237022483132096,2.2456845789279476,2.6065556170654176,1.3005078877890779,-1.3887143402241522,0.34921762932794786,0.6518587257463877,1.4649177645555977,1.746364557623898,-1.3887143402241522,-0.7414476998069301,2.361501609465278,1.9183349027364778,-0.034237022483132096,0.6518587257463877,1.4649177645555977,1.241259709307168,1.6585113398276476,0.0,0.0,1.35447731774102,2.58075878478992
UBE2T,-2.07349115206874,-0.7190138343277199,1.14439681868945,-2.07349115206874,0.1152133013437,1.8346878002595401,0.7801409527110099,0.29167473676703004,0.17045419928683003,-2.07349115206874,0.29167473676703004,-0.13577383164822998,-0.03291808609820013,1.09766088185542,-0.7190138343277199,0.7019625485954881,-0.11109649021372192,0.9547152804646384,0.895556123867538,-0.44467841882928183,1.6580077535064683,1.7565093961440184,-2.151669556184262,1.5985463935051683,0.895556123867538,-0.8982613357130518,-0.27619642499139174,-2.151669556184262,-2.151669556184262,-0.48270520731297184,-1.0819053270460317,-0.7971922384432417,0.06030952325887817,0.6513613636058881,-1.3209904971571347,-0.41373758663216176,-0.5305861695723919,-0.11109649021372192,1.7485941943545198,1.0937599626055898,0.74376504339845,0.60529374666161,0.8208866426157599,-0.02194017262206005,0.60529374666161,-0.9291930831470331,-0.40539482443314,1.0937599626055898,-0.40539482443314,0.04388034524411988,0.5514525798665697,1.41127989175,0.4288323112382799,0.2807009237963798,0.2807009237963798,0.9042553483845199,1.0937599626055898,-0.1387887555622902,1.487779197266845,-1.015857988305765,0.3386193294352551,1.4063009505448252
